Name	TransLife	CurrentLevel	CurrentExp	CurrentExpPercent
¸daggg	5	150	0	0
jhhkjhkjh	5	150	0	0
fewfwsfewfwef	5	150	0	0
213131	5	150	0	0
sdfssgsgf	5	150	0	0
hththh	5	150	0	0
5656fygf46	5	150	0	0
23423e2	5	150	0	0
dfdfgfd345sd2	5	150	0	0
TMÙTrong§¹t	5	180	1.905009689	1
jkhkhjk7678	5	150	0	0
ChuTuoc	4	150	0.001120009	0
ershesrhre	5	150	0	0
•§­êngÄT¨ng•	5	176	88.594118525	98
sdfdfdf	5	150	0	0
3453r34r	5	150	0	0
Bong12	5	150	2.1584e-05	0
66s55a22	5	150	0	0
jkjhkhjkj	5	150	0	0
eqweqweqw	5	150	0	0
555555	5	191	74.000598969	57
q­eqrqwereqw	5	150	0	0
sa®Êh®dsdasdasd	5	150	0	0
55a8a52	5	150	0	0
grtwgthgtyhy	5	150	0	0
3244234234234	5	150	0	0
23423ee	5	150	0	0
MÆtÙNgùa	5	182	31.00047528	70
LangÙXet	5	150	0.003140001	0
2342e2e	5	150	0	0
qqwd111	5	150	0	0
ChãÙBïa	5	153	0.72036111	2
dffsfsdf	5	150	0	0
KimTieuHoa	5	150	0	0
111qqq1	5	150	0	0
fgfffffff	5	150	0	0
§ŞnhÙMÖnhÙSèÙ9	5	151	14.036027526	43
2342e32	5	150	0	0
§ŞnhÙMÖnhÙSèÙ6	5	151	19.017101525	59
jkjhkhjk	5	150	0	0
qweqsad	5	150	0	0
­efwsfwsfws	5	150	0	0
bdfwvel	5	150	12.475305622	48
sdsdfeeqwrqw	5	150	0	0
rfwefefef	5	150	0	0
6545788	5	150	0	0
ChuChiNhuoc	5	150	0	0
456456t54	5	150	0	0
kkkkkkkkkrt	5	150	0	0
KiÕm§åMaxx580Nhu	5	150	0	0
xcxcvsdf	5	150	0	0
ThuyYenHoaSuIII	5	150	8.001443369	25
VipLamNha	5	150	7.160000000000001e-05	0
8KimTieuHoa8	5	150	5.5106e-05	0
UyenÙXinh	5	150	0.000698218	0
§¹iÙTh¸nh	5	165	33.278974527	51
23423432432	5	150	0	0
GoogLeÙMap	5	186	114.719840166	99
23432424234	5	150	0	0
¢nÙD·ÙV­¬ng	4	150	3.005275402	23
ABCDMT	5	164	28.020335944	48
45454dfdf23	5	150	0	0
NghÖÙAn	5	150	1.9209e-05	0
ggggggggggg	5	150	0	0
ÙYoÙV§Ù	5	151	31.501456191	98
35fgsdfg43asdf	5	150	0	0
eeeeeeeeeeeqqq	5	150	0	0
32423424	5	150	0	0
554565465	5	150	0	0
GiangHåÙS¾pNæi	5	163	50.501000018	87
ChñTr¹iGµ	4	153	8.425316325000001	65
grtrtgertre	5	150	0	0
VòngTµuChillÙ	5	150	0	0
KimÙThiÒnÙ§¹iÙS­	5	156	3.965289148	10
342432244	5	150	0	0
Ù1ÙCâiÙ§iÙVÒ	5	161	45.751620468	79
ThuyMaToc	5	152	2.001461574	7
DuyNgaVD	5	150	0.228597493	0
5354345345	5	150	0	0
efsfsfsdf	5	150	0	0
q­erqerqwerfqwe	5	150	0	0
HuyenÙThoai	4	150	0	0
a54sd54asd	5	150	0	0
testeven	5	363	43.308016331	75
GHJGHJGHJ11	5	150	0	0
ÙÙÙCLÙ	4	150	0	0
§Ü•NhiÒu•L«ng	5	172	53.648744787	69
234234324	5	150	0	0
XeTank5	5	150	0	0
KimMaToc	5	152	0.015667423	0
XeTank4	5	150	0	0
ÙÙÙBÙÙÙ	4	194	19.233873674	30
rjytttjs	5	150	0	0
88sdsdssd	5	150	0	0
TrangÙÙ	5	163	18.439519561	32
TLÙNgéKhØ	5	150	0	0
ÙEÙVÙAÙ	5	150	9.6001e-05	0
winÙ01	5	150	0	0
LçiÙLÇmÙNo2	5	180	21.32691104	20
winÙ03	5	150	0	0
winÙ02	5	150	1e-09	0
tttttttttttttttt	5	150	0	0
•JuDoÄLôc§¹o•	5	159	17.312978105	45
HµnÙTuyÕt	4	183	26.289786564	51
TiÒnÙL·oÙ§¹i	5	150	1.465582076	5
grtgrgregr	5	150	0	0
CLCOV19	5	150	0	0
hmghjghjhg65	5	150	0	0
buÙCong	4	150	0	0
TiªuÙDaoÙTö	5	150	7.896e-06	0
TigerÙCLÙ5	5	150	4e-09	0
…•§¹i•Ca•…VDQ	5	174	29.353781344	38
MéngÙNa	5	180	7.600374188	7
ChãÙcµy2	5	150	14.001586125	43
ChãÙcµy1	5	150	16.001585053	50
NgaÙMyÙ	5	180	10.00001154	22
trdjrdjs	5	150	0	0
5dHieub56	5	156	3.955446701	12
ChãÙcµy8	5	150	16.001571653	50
ChãÙcµy7	5	150	22.001564461	68
2343Ïert45	5	150	0	0
ChãÙcµy4	5	151	5.018011736	15
ChãÙcµy3	5	150	14.001566735	43
ChãÙcµy6	5	150	30.002749372	93
ChãÙcµy5	5	150	14.001565368	43
dsfsdfsd	5	150	0	0
coÙJÙhot	5	2200	0	0
PhiADM	4	150	0.500226125	3
GHJGHJGHJGH	5	150	0	0
ÈnÙDanhÙ1	4	150	2.801237494	21
MrÙVinh01	5	188	62.4	54
7886799999	5	150	0	0
dsadsadsadsa1	5	150	0	0
grgferferf	5	150	0	0
ÈnÙDanhÙ2	4	150	2.801010397	21
ÈnÙDanhÙ3	4	150	2.801099688	21
GHJGHJDDF	5	150	0	0
gggggggg5	5	150	0	0
1KimTieuHoa1	5	150	0	0
qwqeqw	5	150	0	0
KimÙThÇn	5	158	2.8	7
03333333333	5	150	0.238000392	0
ád5a4sd5	5	150	0	0
g5555455	5	150	0	0
fgh456	4	150	0	0
a54sd54ad¸d54	5	150	0	0
ngocha	5	150	19.610000024	76
sdsdfsf	5	150	0	0
GHJGGJG	5	150	0	0
LyTamHoang	5	150	0.000945432	0
fefefef	5	150	0	0
333333333eeeeeee	5	150	0	0
LinhNhi	5	150	0.0076752	0
NguDocB48	5	151	10.635763634	33
TLÙM¹nh	5	150	8.543868905	33
UyenÙDamÙ	5	150	0	0
MrÙVinh	5	150	0	0
¸d5a4sd¸d	5	150	0	0
LinhNhy	5	150	0.092622713	0
•SportÄTL•	5	150	0	0
2e23r3r	5	150	0	0
rgregrftger	5	150	0	0
§­êngÙTam	5	181	26.513160682	60
dfgdf56	5	150	0	0
trâtratrta	5	150	0	0
ThóyYªn	5	150	2.530540506	9
TopNo2	5	150	5.4611e-05	0
TopNo1	5	160	46.400226988	80
ChóÙTiÓuÙ05	5	150	0	0
BèL¸oTõBĞ	5	190	29.664985409	57
casikhangpguong	5	150	0.001922227	0
FDSDSFSDF	5	150	0	0
TopNo3	5	150	0	0
o0DocÙCo0o	5	150	4.366203339	17
thieulambong2	5	150	16.300265253	63
SiªuNh©n§á	5	150	0	0
454df5fs23	5	150	0	0
•SportÄNM•	5	150	0	0
NMÙBª§ªÙ	5	157	10.000006123	31
lbkjtrt	5	150	0	0
465a4sfa	5	150	0	0
dyjyjyd	5	150	0	0
ÙSeVerÙCuèiÙVD	4	150	4.181539098	32
1ÙThêiÙEmÙBuf	5	158	27.241819437	70
ferfefef	5	150	0	0
GHJGJGHJGH	5	150	0	0
gfhfghfbnj	5	150	0	0
zNHCzThieuLam	5	180	11.20300002	25
gggggggggwqqw	5	150	0	0
trtrtrt	5	150	0	0
Th¸nhÙAla	5	161	20	34
HéCËnNghÌo3	5	180	34.088861406	33
HéCËnNghÌo4	5	180	23.313472716	22
213123asdasd	5	150	0	0
ABCTND	5	164	30.35712516	52
So¸iCaLiÖtD­¬ng	4	190	15.149465247	23
TµoTh¸o	5	150	2.450410546	9
1231345	3	200	0	0
534r34	5	150	0	0
57554545	5	150	0	0
ÙÙÙÙÙÙ	5	180	0.0202	0
qqqqqqqqqqqq	5	150	0	0
5454646	5	150	0	0
fgregrg7	5	150	0	0
fgdfgdfgdf	5	150	0	0
sdfsdfqeqwe	5	150	0	0
ChãÙtûÙtû	5	153	22.737958391	71
KenÙYuMiÙ	5	166	1.416265553	2
yhtttt	5	150	0	0
YoÙNMÙÙ	5	151	30.501505564	95
­eqeqeq	5	150	0	0
werwttrwrt	5	150	0	0
FGHFHFGH	5	150	0	0
fgggfdfgd	5	150	0	0
1231231212e	5	150	0	0
JokerÙND	5	157	23.412546177	60
qqqwqw111q1	5	150	0	0
luongdinhkhoa	4	150	12.621311794	98
uykuglkgiu	5	150	0	0
TamTua	5	180	8.269499999999999e-05	0
taobagndum	5	150	0	0
­qdadaf	5	150	0	0
dcdjmjhck	5	150	0	0
hailuaBacLieu	5	150	13.516744372	52
Khuemoclang2	5	151	20.526076808	64
NhacTieuDao	5	150	2.2e-08	0
CãÙBïaÙNãÙBanh	4	185	30.340019241	52
Khuemoclang6	5	180	40.026937258	90
34534534r34r	5	150	0	0
TróaÙHÒÙ85	5	150	7e-09	0
NMCHeThuy	4	150	0.001160606	0
1ssdsds	5	150	0	0
hgjghjghjgh6	5	150	0	0
luuthihien	4	150	0.101311413	0
3453452	5	150	0	0
V©nÙPhiÙD­¬ng	5	191	123.29373155	96
hgjghjghjgfh	5	150	0	0
56765757567	5	150	0	0
B­¬mÙ§©uÙ§an	5	183	27.993059182	63
q­eqdqwfdeqw	5	150	0	0
KiÕm§åMaxx623	5	150	0	0
qxqsxqs	5	150	0	0
vuhondaisoai1	4	150	4.202922884	32
vuhondaisoai2	4	157	5.964608231	31
trtttttt	5	150	0	0
akjaisai	5	150	0.004670409	0
0oJohnWicko0	5	160	38.281479581	66
EmÙaÙChã	5	154	19.018381852	59
ZDilacZ	0	150	3e-09	0
TNÙGiaÙLinh	5	180	55.381232958	54
hgfhgfh	5	150	0	0
KiÕm§åMaxx622	5	150	0	0
Ğgsgfsgs	5	150	0	0
KiÕm§åMaxx620	5	150	0	0
JudoÙTrung	5	150	11.956420373	46
SieuNhan02	5	2010	0	0
Beerus	4	150	1.5e-08	0
7677777777	5	150	0	0
•B¾cÄGiang•98	5	160	45.34350034	78
QuûÙLÖ	5	151	13.642062449	53
Tr­¬ngÙTamÙPhonG	5	150	21.003277133	65
23432442	5	150	0	0
ÙMilanoÙ	5	150	0	0
tannat	5	150	7.709085265	30
TanDuyen	5	150	1.001862797	3
eeeeeeeeee	5	150	0	0
fwerwerw	5	150	0	0
TuMuoi14	5	151	13.993680117	54
CongÙL­ngÙGiËt	5	150	1.000175291	3
a1sd1asd213	5	150	0	0
NhiÙ§ÇuÙGÊu	5	152	11.484121508	44
KenShin	5	150	20.007836374	62
erhrsht	5	150	0	0
HaiNMC	5	150	22.250617466	86
3336522	5	150	0	0
kjljljkljk	5	150	0	0
KhiTongVD	4	150	5.3003e-05	0
¤mPh¶nLaoRaBiÓn	5	150	0	0
23432434	5	150	0	0
uh6y6y6	5	150	0	0
Tr­¬ngÙTamÙPhong	5	180	1.999904127	4
zNHCzThæLong	5	151	19.209277478	60
ThieuÙLam	5	164	18.003011185	51
IIIIIII	5	180	0.000130637	0
qdfwfsdfds	5	150	0	0
asdadasdasd	5	150	0	0
•So¸iÄPhilip•	5	152	11.847842962	46
qrqerwerewqrqwe	5	150	0	0
KenShjn	5	150	2.0273e-05	0
YÙT¸ÙD©mÙDôc	5	150	22.005700827	68
Kiemgia03	5	150	24.758404313	96
Kiemgia02	5	150	24.760444335	96
Kiemgia01	5	150	24.758484321	96
2342424234	5	150	0	0
kukufyuk	5	150	0	0
Khuemoclang1	5	151	21.034477749	65
23432424	5	150	0	0
5DOCBUFF	5	180	15.939651295	15
GHJJGH	5	150	0	0
HoaXuongRong	5	150	2e-09	0
sadasdasd1	5	150	0	0
72ÙTND	5	151	1.001993303	3
Boykaa	5	150	0.002669697	0
BladeÙ110	5	150	23.005000612	71
B×nhÙNguyªn	4	150	0	0
C«nÙ§å	5	180	7.510009013	7
thghgfh	5	150	0	0
thgy5trhg5hg5	5	150	0	0
ThuûTécÙLa	5	150	30.506502553	95
dsfgsdf345asd	5	150	0	0
maiphuongvvbfb	5	150	8.001917188	25
q­eqrqrfeqw	5	150	0	0
n6h6565h	5	150	0	0
HJKHJHJ	5	150	0	0
gfgfdgdf	5	150	0	0
234242424q	5	150	0	0
q­dqadfqdfa	5	150	0	0
wqeqweqew	5	150	0	0
3324223	5	150	1	3
hgjhgjghj	5	150	0	0
ThiÕuÙL©m	5	180	5	11
HEHOATND	5	150	6.007623725	23
banganhemtest	5	150	0	0
§«ngÙTµ	5	150	1.704536531	6
333s66s5	5	150	0	0
eeeeeeeeeeeeee	5	150	0	0
drhdhdth	5	150	0	0
BÇuÙCL6	5	190	7	13
KiÕm§åMaxx605	5	150	0	0
KiÕm§åMaxx604	5	150	0	0
KiÕm§åMaxx607	5	150	0	0
23423Ìe	5	150	0	0
KiÕm§åMaxx609	5	150	0	0
ufykyugku	5	150	0	0
B­¬mÙ§en	5	153	5.000000095	15
rgdfgrg	5	150	0	0
Vision	5	150	23.010057227	71
HuyenThoai	5	151	19.127005181	74
sdfsdfsdf	5	150	0	0
Ch¬iV×NghiÖn	4	185	17.856068983	31
4616145	5	150	0	0
BèÙGiµÙ01	5	150	10.1030022	39
Th­îngÙC«ngÙTö	4	190	43.939992585	68
BèÙGiµÙ02	5	150	9.495514618	37
KiÕm§åMaxx601	5	150	0	0
KiÕm§åMaxx600	5	150	0	0
1231e1e1	5	150	0	0
KiÕm§åMaxx602	5	150	0	0
KiÕm§åMaxx614	5	150	0	0
fefefefeuj	5	150	0	0
Word2016	5	161	7.112596104	12
KiÕm§åMaxx617	5	150	0	0
KiÕm§åMaxx618	5	150	0	0
KiÕm§åMaxx619	5	150	0	0
uuuuuuuuuuuuuuu	5	150	0	0
baubau	5	150	0	0
ÙSeVerÙCuèi	4	189	14.669000623	25
NÙTÙBÙIÙNÙH	5	150	0	0
q­eeeeeeee	5	150	0	0
KiÕm§åMaxx611	5	150	0	0
jttfuy6jutjk	5	150	0	0
DFDGHDGHDF	5	150	0	0
1231231sas	5	150	0	0
NhİmÙBĞoÙPh×	4	187	42.345180796	73
ÙÙÙAÙÙÙ	4	198	31.868749111	45
34r34r34r3r	5	150	0	0
KillÙBoss	5	150	12.59864703	49
ydtt565654	5	150	0	0
ffreferfefe	5	150	0	0
fghgfh	5	150	0	0
KevinTran	5	150	0	0
eqweqwe	5	150	0	0
hjghhgjhj	5	150	0	0
L©mÙT©mÙNh­	5	150	4.69	18
qweqweqwfgbg	5	150	0	0
wefwefwef	5	150	0	0
C¸ÙTr×nhÙTY	5	150	5.713017025	22
HeoCon	5	2200	0	0
65a4sf¸	5	150	0	0
yretyerterte	5	150	0	0
128903091478	3	200	0	0
ThiªnMa	5	150	13.001008451	40
yyyyyyyyyy	5	150	0	0
BOSS01	5	150	0	0
qwqwqwqwwqwq	5	150	0	0
sadasd23qw1	5	150	0	0
ThÇnMen	5	164	8.219231439	14
sadasdas®­	5	150	0	0
CµÙ¤ngÙGiÆt	5	191	74.50000001799999	58
B¨ngV­¬ng	4	150	0	0
rrrrrrrrrrrrrrrr	5	150	0	0
L·oPhËtGia	5	150	7.701523374	30
MaTangDauTroc	5	150	2.1656e-05	0
TestÙ6ÙÙ	5	180	1.007066511	2
ChócÙAn	5	180	1.13516686	1
rfefef	5	150	0	0
345345545	5	150	0	0
thienvuongpro	5	150	0	0
C«G¸iÙMãcLèp	5	150	0	0
234234234234qwe	5	150	0	0
gfdgrehh	5	150	0	0
Tanthu	4	200	0	0
6666666	5	150	0	0
LµÙChµÙBèn	5	165	26.499000007	41
ÙKÙOÙTÙEÙXÙ	5	150	7.008079585	27
KiÕm§åMaxx575	5	150	0	0
KiÕm§åMaxx574	5	150	0	0
34535435	5	150	0	0
KiÕm§åMaxx572	5	150	0	0
phongthancuoc	5	161	13.28416665	23
HeoÙTr¾ng	4	159	5.999522704	31
NgaMy03	5	165	63.645422642	99
locdo03	5	150	0	0
locdo04	5	150	0	0
ÙÙÙTom	5	176	26.004541788	29
erfefewfe	5	150	0	0
locdo01	5	150	0	0
locdo02	5	150	0	0
KiÕm§åMaxx579	5	150	0	0
fghbtrbsds	5	150	1e-09	0
2342rtyrtyr	5	150	0	0
KiÕm§åMaxx576	5	150	0	0
gfhfghfghhgj	5	150	0	0
ddfasdf	5	150	0	0
•BĞÄHanh•	5	163	51.4391829	89
ghjghjhgj	5	150	0	0
sgsdgsdgwq	5	150	0	0
T©y§éc	5	150	18.00265792	56
12112saa	5	150	0	0
qqefasfsefws	5	150	0	0
TigerÙTYÙ4	5	150	0	0
QuúnhÙAnh	5	163	13.41014176	23
LOLÙChãÙ§iªnÙ2	5	164	1.098708314	1
KÎBÊtÙÙDungThø	5	150	23.99177812	74
asfafasfasd	5	180	1.000000003	2
QuangÙ	5	163	22.87018319	39
ertewrere	5	150	0	0
LongÙCoÙCo	5	150	4.175276718	16
dsaweefs	5	150	0	0
OngNDC	5	161	2.855656567	4
CLBPRO	5	180	0.5	0
sdvxvxvwe	5	150	0	0
5docbuff	5	161	1.001590817	2
TiÓuÙVò	4	190	41.059851783	64
534r334r34t45t	5	150	0	0
Ch¬iV×§amMª	0	150	0	0
fdsfsfgsdfg	5	150	0	0
TLÙlaÙEm	4	189	22.894793188	39
xx7up10	5	150	12.00005261	46
ÙÙÙDMÙÙÙ	4	150	0	0
ShockLaBup	5	189	40.025291658	90
BADBOYÙ17	5	181	4.000000019	9
sadfsdf22	5	150	0	0
”•…ThuıÄKiÒu…•”Ù	5	2200	0	0
KimDuyen	5	180	10.001010077	22
dfggghag	5	150	0.000753073	0
fggf5ff	5	150	0	0
1212e1e	5	150	0	0
hjghj65	5	150	0	0
23e23423e	5	150	0	0
70ÙPinÙNguyÔn	5	180	35.01881624	79
egreshtrsh	5	150	0	0
DauVuong01	5	180	1.201274567	1
TaiÙDoc	0	150	0	0
BeDenCL	5	150	0.000938233	0
htrhthrt	5	150	0	0
hóaoan	5	180	5e-09	0
dfgdgdg3421s1	5	150	0	0
0oÙHDKÙo0	5	186	59.903000003	51
°•Ph­¬ng•Huúnh•°	5	199	115.952356144	82
thrththt	5	150	0	0
994212d1f	5	150	0	0
ThËtÙLµÙvl	5	151	12.718484566	49
Ù§·ÙB¸ng	0	150	0	0
quyetdaika	5	150	7.708007617	30
¸dasdasd2	5	150	0	0
VungÙTauÙVjp2	5	150	1.993501597	6
23432424132	5	150	0	0
1m72Ù18cm	5	180	18.005679516	40
23432432424	5	150	0	0
0888888888888	5	150	0.238705255	0
VungÙTauÙVjp3	5	150	1.997500007	6
JokerÙCL	5	165	1.716977232	2
CLDao1	5	180	2.5e-08	0
DocTerX	4	150	3.203381471	25
DocTerT	4	183	19.280395991	37
ThienÙNhan	5	160	1.000002177	2
46567was	5	150	0	0
Suzuki	5	150	21.000766282	65
VungÙTauÙReal4	5	150	0	0
ConGaQuay12314	5	150	0	0
VungÙTauÙReal2	5	150	0	0
VungÙTauÙReal3	5	150	1.993500063	6
TuæiTh¬ÙB¾tB­ím	5	168	24.590012102	38
4545454	5	150	0	0
DMÙtop1	4	150	0	0
rfgefefe5454	5	150	0	0
DocTerE	4	189	55.482249701	96
xx7up17	5	150	12.000051721	46
xx7up18	5	150	12.000153648	46
6785878	5	150	0	0
xx7up16	5	150	12.000148125	46
xx7up13	5	150	9.000034755	35
75878967987	5	150	0	0
xx7up11	5	150	9.000042774000001	35
xx7up12	5	150	9	35
4564646456	5	150	0	0
HipÙXongÙGiet	0	150	0	0
6456456456	5	150	0	0
GiangHåMíiNæi	5	169	44.907367476	70
sdfgdft34as	5	150	0	0
dfsdfsfs	5	150	0	0
Ngñ§éc	5	180	52.00006773	50
48ÙKuÙBao	5	151	11.659753459	36
hgjghjghj	5	150	0	0
jkhkjhk	5	150	0	0
ykytjdt	5	150	0	0
ÙÙÙCÙÙÙ	4	194	6.989728782	10
TuyetÙLienÙTu	5	180	0	0
7676666	5	150	0	0
tyhryjfuyj	5	150	0	0
grtgrgfr	5	150	0	0
2343432442	5	150	0	0
TinhÙKiÕmÙ5	5	152	4.008095788	12
dasdas4567a	5	150	0	0
576757567	5	150	0	0
0TiÒn§ångKhãa0	4	192	31.012486804	48
456456456	5	150	0	0
hhhhhhhhh	5	150	0	0
sdfsdfsfsd	5	150	0	0
dgdfdfg345	5	150	0	0
HJKHJKHJHJ	5	150	0	0
454545f	5	150	0	0
Xe0002	5	150	0	0
Xe0001	5	150	0	0
Xe0003	5	150	0	0
sdfsdfgg	5	150	0	0
123456	3	200	0	0
CLDaoVCL	5	173	12.400016341	16
rehsrehes	5	150	0	0
DGVBDFGAWFG	5	150	0.001944433	0
qõeffs	5	150	0	0
OngTrumTL	5	172	45.238410428	58
ThÇnTLB	0	150	0	0
dfdfgdfg	5	150	0	0
ÙTruyÒnÙNh©nÙ	5	150	10.001188738	31
NGUDOCBUA	5	180	1.100888611	1
CÇn1C¸iTªn	4	150	0	0
ghghgfh	5	150	0	0
q­edrqeqewrfeq	5	150	0	0
HOANGNGAOTHIEN	5	150	25.004506524	78
dfsdfsdf	5	150	0	0
qweqwe112	5	150	0	0
53453553	5	150	0	0
123432	5	181	26.998993186	61
¸dsadasdsad	5	150	0	0
eryeeetrteetet	5	150	0	0
gfhfghfgh	5	150	0	0
KiÕm§åMaxx497	5	150	0	0
TrachNam	5	150	0	0
KiÕm§åMaxx499	5	150	0	0
SGÙJoker	5	183	32.694676297	31
ÙKhiÙNhµÙ	0	150	0	0
3534535	5	150	0	0
KiÕm§åMaxx491	5	150	0	0
KiÕm§åMaxx490	5	150	0	0
KiÕm§åMaxx493	5	150	0	0
KiÕm§åMaxx492	5	150	0	0
KiÕm§åMaxx495	5	150	0	0
LinLin	5	180	17.005281823	38
BenÙ20K	4	150	1.515	11
KiemÙVuongÙÙ	5	150	0	0
GHJGHJGD	5	150	0	0
ChËmÙQu¸ÙRåi	4	195	38.906870408	55
NgaMiBull	5	180	7.100592501	6
12312312asdd	5	150	0	0
NhamÙKiªu	5	150	3.999568787	12
GHJGHJGS	5	150	0	0
4qqqqqqqqqq23	5	10	0	0
GHJGHJGH	5	150	0	0
f21fawda	5	150	0	0
hgjhjhj	5	150	0	0
OngTrumVD	5	150	0	0
ngami1111	5	150	0	0
sdfsdfsd	5	150	0	0
sdfsdfsf	5	150	0	0
­qeqeqe3	5	150	0	0
y5y5y4y54	5	150	0	0
ABCABC	5	150	0	0
luongthihuong	4	150	0.002834524	0
gGGHGHGH	5	150	0	0
qweqwe123	5	150	0	0
545y54y545	5	150	0	0
DocTon	5	150	0	0
4433322	5	150	0	0
2342343234	5	150	0	0
2131231aad	5	150	0	0
fghgfhfgh	5	150	0	0
ghgfhgfhfgh	5	150	0	0
4444444444	5	150	0.005019254	0
­eqqdqad	5	150	0	0
wedqdqdqad	5	150	0	0
KiÕm§åMaxx469	5	150	0	0
NMÙAÙKayÙ	4	190	4.345398731	6
KiÕm§åMaxx465	5	150	0	0
KiÕm§åMaxx466	5	150	0	0
KiÕm§åMaxx467	5	150	0	0
KiÕm§åMaxx468	5	150	0	0
456464456	5	150	0	0
NMCThuy	4	150	0.004237071	0
KiÕm§åMaxx463	5	150	0	0
KiÕm§åMaxx464	5	150	0	0
wrerrrr	5	150	0.000232581	0
TieuYeuTinh	5	150	0	0
GäiBèLµBon	4	198	21.164616646	30
ÙHarleyÙDMÙ	5	150	14.003930236	54
hey55y5	5	150	0	0
ViKing	5	150	0	0
KiÕm§åMaxx459	5	150	0	0
KiÕm§åMaxx456	5	150	0	0
KiÕm§åMaxx455	5	150	0	0
KiÕm§åMaxx458	5	150	0	0
KiÕm§åMaxx457	5	150	0	0
KiÕm§åMaxx452	5	150	0	0
KiÕm§åMaxx451	5	150	0	0
43355w6e	5	150	0	0
KiÕm§åMaxx453	5	150	0	0
234e23e3	5	150	0	0
TOPÙVL	4	150	7e-08	0
KiÕm§åMaxx450	5	150	0	0
§ÑpÙNh­ÙBµiÙTh¬	4	189	20.886542398	36
123123qw124	5	150	0	0
ÙDĞpÙTæÙ0ngÙ	5	150	0	0
ffsfsf	5	150	0	0
524125	5	150	0	0
fsfsfsf	5	150	0	0
ooooooooooooo	5	150	0	0
htytyrtyy	5	150	0	0
yttttttttt6	5	150	0	0
sdfsdfsx	5	150	0	0
KiÕm§åMaxx489	5	150	0	0
sdfsdfsy	5	150	0	0
KiÕm§åMaxx487	5	150	0	0
KiÕm§åMaxx488	5	150	0	0
KiÕm§åMaxx485	5	150	0	0
KiÕm§åMaxx486	5	150	0	0
KiÕm§åMaxx483	5	150	0	0
ThapTamCa	5	180	0	0
KiÕm§åMaxx481	5	150	0	0
KiÕm§åMaxx482	5	150	0	0
gfhgnhn	5	150	0	0
HJKHJKHJK11	5	150	0	0
hjkjkjhk	5	150	0	0
Kho¸iÙJavÙ2	5	159	37.345783761	97
Kho¸iÙJavÙ3	5	164	0.501329749	0
Kho¸iÙJavÙ4	5	160	15.319600157	26
Kho¸iÙJavÙ5	5	162	24.466837838	42
CµÙChµÙBÆc	5	162	12.8	22
a65sd656asd	5	150	0	0
fghfghsd	5	150	0	0
NSNDÙVDQ	5	181	22.007902512	50
ghgfhgfhgfhg	5	150	0	0
BaVuong	5	186	4.754668098	4
KiÕm§åMaxx478	5	150	0	0
KiÕm§åMaxx477	5	150	0	0
KiÕm§åMaxx476	5	150	0	0
Kho¸iÙJavÙ1	5	163	56.695572274	98
KiÕm§åMaxx474	5	150	0	0
KiÕm§åMaxx473	5	150	0	0
KiÕm§åMaxx472	5	150	0	0
KiÕm§åMaxx471	5	150	0	0
KiÕm§åMaxx470	5	150	0	0
ÄKen•ThiÕu•GiaÙ	5	190	16.271216622	12
TestÙ1ÙÙ	5	180	1.002103278	2
Tr­¬ngÙV«ÙKş	5	150	25.00020331	78
eeeeeeeee	5	150	0	0
BótCh×Cñ	5	150	0	0
3333333	5	150	0	0
truyrtyr	5	150	0	0
…Trïm•Xãm•§Ü…Ù	5	351	19.280000009	75
•AÄNãngLµMÖt•	5	150	4.801990802	18
­qqrqeqwrfe	5	150	0	0
¸dasd444	5	150	0	0
DMNHeMoc	4	185	14.051185518	24
123erty	5	150	0	0
7y6575645645	5	150	0	0
qweqwdqwd1	5	150	0	0
ÙÙÙDÙÙÙ	4	194	7.482513966	11
G¸iGäiCaoCÊp	5	151	3.008109893	9
tannat1	5	150	7.803707393	30
123123121	5	150	0	0
tannat5	5	150	3.000128359	11
tannat4	5	150	3.000111474	11
g54t543	5	150	0	0
tannat2	5	150	3.000096037	11
fdgdfg	5	150	0	0
gjghjghjgh	5	150	0	0
asdaq2eq2	5	150	0	0
CónÙKon	5	180	1.128943375	1
Xoay5Doc	5	180	7.650000964	7
yy544545464	5	150	0	0
TaoÙtuæiÙTh©n	5	150	3.458e-06	0
sdfsdfq23e	5	150	0	0
aasdasdas	5	150	0	0
tannat7	5	150	0.999546785	3
a6s5d6a56sd	5	150	0	0
5DCMoc	4	185	14.054917909	24
TµÙ§écÙMaÙT«n	5	155	35.424471711	92
123123131	5	150	0	0
yyyyyyyyyyu8	5	150	0	0
asdaff	5	150	0	0
sdfsadfqaq	5	150	0	0
L­¬ngÙ§epÙTrai	5	150	0	0
CËuÙBi	4	150	1.1e-08	0
CËuÙBa	5	180	0.2	0
GiangHo	5	162	28.74069202	49
Th­îngÙQuangÙYÕn	5	150	0	0
HoaHËuB¸nD©m	5	180	6.000045198	13
423e23e	5	150	0	0
1111111111113	5	150	0	0
5gg5544yu	5	150	0	0
56y54y5y5y5	5	150	0	0
AziNgon	5	187	111.249505741	96
qdfwsfwsf	5	150	0	0
xxÙChuÙT­ícÙxx	4	150	0.001208795	0
rtgregrewefg	5	150	0	0
XeÙDoÙ3	5	150	0.6998755719999999	2
dfaadad	5	150	0	0
dfgdfgdfg13	5	150	0	0
Xo¸yÙN¸tÙCñÙKiÖu	4	165	26.633044403	83
12313123q	5	150	0	0
hacthuytien	5	150	0.0005552620000000001	0
