TitleName	TitleId	Color	SpeicalGraphic	FaceId	AuraSkill	AuraSkillLevel	ExtSkill1	ExtSkillLevel1	ExtSkill2	ExtSkillLevel2	ExtSkill3	ExtSkillLevel3	ExtSkill4	ExtSkillLevel4	ExtSkill5	ExtSkillLevel5	Memo	TitlePriority
NhÊt §¹i T«ng s­ 	239		157	0	0	0	976	3	977	20	990	3	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
TuyÖt ThÕ Cao Thñ	240		151	0	0	0	0	0	977	20	990	3	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vang Danh Giang Hå	241		81	0	0	0	976	4	978	3	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
HiÖp Danh ViÔn B¸	242		0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m T©n Tó	243		0	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Míi nhËp giang hå 	244		115	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	245		164	0	0	0	0	0	0	0	0	0	0	0	0	0	¾º¼¼³¡Í·ÏÎ	
Vâ L©m Minh Chñ	3000		162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC	
ThËp §¹i Cao Thñ	3001		162	0	0	0	976	6	977	20	990	6	0	0	0	0	2011VLMC	
§Ö NhÊt Chñ So¸i	246		0	0	0	0	0	4	0	0	0	0	0	0	0	0	Danh hiÖu §Ö NhÊt Chñ So¸i	
KiÕm v©n ®Ö nhÊt	247		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯1	
KiÕm vò song nhÊt	248		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯2	
NhÞ thÕ kiÕm v©n	249		176	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎôÈ?´óÏÀ»î¶¯3	
NhÞ thÕ vâ l©m	250		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ö?Ô½Çø·?Ñ¡°Î	
Tam thÕ vâ l©m	251		0	0	0	0	0	0	0	0	0	0	0	0	0	0	³?¿ú?Å¾¶	
Vâ l©m ®Ö nhÊt thiªn h¹ v« ®Þch qu©n	252		187	0	0	0	0	3	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡²¦ÈüµÚ?»°ï	
Vâ l©m ®Ö nhÊt thiªn h¹ v« ®Þch qu©n 2	253		187	0	0	0	0	3	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
Tø thÕ kiÕm v©n v« ®Þch t­íng qu©n	254		186	0	0	0	0	0	0	0	0	0	0	0	0	0	Ö?Ô½Ñ¡°ÎÈüÇ°8Ç¿Ñ¡ÊÖ	
Thiªn H¹ V« Song	255		193	0	0	0	1260	3	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚ?»?û³ÆºÅ	
Th©n Thñ BÊt Phµm	256		194	0	0	0	1260	2	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚ¶??û³ÆºÅ	
Vang Danh Tø Ph­¬ng	257		195	0	0	0	1260	1	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚÈ??û³ÆºÅ	
Vâ Häc Kú Tµi	258		196	0	0	0	1261	10	0	0	0	0	0	0	0	0	Ô½ÄÏÁú»¢ËÎ½?ÖÜ»?·ÖµÚËÄ?û³ÆºÅ	
Thiªn h¹ ®Ö nhÊt	259		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
NhÞ thÕ kiÕm v©n v« song tuyÖt thÕ	260		197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔ?¼«£¨µÚ?»¸ö200×ª×¨Ó?£©	
NhÞ thÕ v« ®Þch	261		172	0	0	0	1277	2	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·1	
HuyÒn tho¹i kiÕm v©n	262		173	0	0	0	1277	3	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·2	
KiÕm vò song nhÊt	263		174	0	0	0	1277	4	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·3	
Thiªn h¹ ®Ö nhÊt	264		175	0	0	0	1277	5	0	0	0	0	0	0	0	0	2013ÄêVIP¹â»·4	
Thiªn h¹ nhÊt ®¹i	265		0	0	0	0	1281	1	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Tø thÕ v« tû	266		0	0	0	0	1281	2	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
XuÊt thÕ chiÕn thÇn	267		0	0	0	0	1281	3	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
HuyÒn tho¹i vâ l©m	268		0	0	0	0	1281	4	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Siªu phµm chiÕn thÇn	269		0	0	0	0	1281	5	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Thiªn h¹ ®Ö nhÊt cao thñ	270		0	0	0	0	1281	6	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
ThÇn bµi chiÕn thÇn	271		0	0	0	0	1281	7	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Thiªn h¹ ®Ö nhÊt cao thñ	272		0	0	0	0	1281	8	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Thiªn h¹ nhÊt ®¹i t«ng s	273		0	0	0	0	1281	9	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Thiªn thÇn chiÕn thÇn	274		0	0	0	0	1281	10	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Hoµng D­¬ng	275		0	0	0	0	1282	1	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Kim Thoa	276		0	0	0	0	1282	2	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
L­u B¨ng	277		0	0	0	0	1282	3	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
B¹ch Ngäc 	278		0	0	0	0	1282	4	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
L©m ChÝ DÜnh	279		0	0	0	0	1282	5	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
L­u Thi Thi	280		0	0	0	0	1282	6	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Lý Mü Kú	281		0	0	0	0	1282	7	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Chung H¸n L­¬ng	282		0	0	0	0	1282	8	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
Qu¸ch Phó Thµnh	283		0	0	0	0	1282	9	0	0	0	0	0	0	0	0	??¶¨?Ç¼¶Ôù³ÆºÅ»î¶¯	
T©n Thñ l¬ ng¬	284		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
b¾t ®Çu hiÓu biÕt	285		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Gia NhËp Th­¬ng Héi	286		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Cã Chót TiÕng T¨m	287		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Häc ¡n Häc Nãi	288		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
L·nh §¹o ®a CÊp	289		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Th©u Tãm b·i Train	290		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
B¶o Kª §¹i Gia	291		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Lµm Trïm B·i Vip	292		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Kh¸ch Vip §õng §ông	293		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Chµng Trai yÕu §uèi	294		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
§éc C« CÇu B¹i	295		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Ch­a Cã Ng­êi yªu	296		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
Tao Giµ Råi NÐ §i	297		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
BËt PK lµ X¸c §Þnh	298		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?ÂÄê×£¸£Í?¼?Ô?»î¶¯³ÆºÅ	
§éc C« V« §Þch	299		0	0	0	0	0	0	0	0	0	0	0	0	0	0	§éc C« V« §?ch	
Thiªn H¹ §Ö NhÊt	300		199	0	0	0	1174	4	0	0	0	0	0	0	0	0	2012ÏßÏÂ°ï»á¼û?æ¼ÍÄî	
Vâ L©m Cao Thñ	301		200	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
TuyÖt ThÕ Cao Thñ	302		201	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
Vâ L©m Hµo KiÖt	303		202	0	0	0	0	0	0	0	0	0	0	0	0	0	2012Äê??ÏÂµÚ?»°ï¹â»·	
µÇ·åÔ?¼«	304		197	0	0	0	0	0	0	0	0	0	0	0	0	0	µÇ·åÔ?¼«(200×ªÍæ¼?½±Àø)	
Î¢?ÅºÀÏÀ	305		0	0	0	0	0	0	0	0	0	0	0	0	0	0	Î¢?Å»î¶¯	
Tèng binh	306		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng HiÖu óy	307		0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng Thèng lÜnh	308		0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng Phã t­íng	309		0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Tèng §¹i t­íng	310		0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim binh	311		0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim HiÖu óy	312		0	0	0	0	1313	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim Thèng LÜnh	313		0	0	0	0	1314	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim Phã t­íng	314		0	0	0	0	1315	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
Kim §¹i t­íng	315		0	0	0	0	1316	1	0	0	0	0	0	0	0	0	ÔâÓö?½?½³¡³ÆºÅ	
ÍÀÀÇ¸ßÊÖ	316		0	0	0	0	1281	8	1282	8	0	0	0	0	0	0	¶ñÀÇÀ´Ï®³ÆºÅ	
½?¸ê?úÂí	317		0	0	0	0	0	0	0	0	0	0	0	0	0	0	?Â·?³ÆºÅ	
??Ô¶´ó½«¾ü	318		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
?ûÍ?½«¾ü	319		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
¶¨Ô¶½«¾ü	320		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÓÎÆï½«¾ü	321		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	322		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ÈÊÓÂ?£Î¾	323		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
…ž”•B¸ Chñ ThÊt Thµnh•“ž…      	324		154	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ §Ö NhÊt Bang 	325		83	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ §Ö NhÊt - Bang V« Song V­¬ng	301	16762880	200	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc Bé Giang Hå - C¸i ThÕ Hïng S­	302		201	0	0	0	0	0	0	0	0	0	0	0	0	0		
16 C­êng Thiªn H¹ §Ö NhÊt Bang n¨m 2012	303		202	0	0	0	0	0	0	0	0	0	0	0	0	0		
§¨ng Phong T¹o Cùc	304		197	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hµo HiÖp Wechat	305		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng binh	306		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng HiÖu óy	307		0	0	0	0	1313	1	0	0	0	0	0	0	0	0		
Tèng Thèng lÜnh	308		0	0	0	0	1314	1	0	0	0	0	0	0	0	0		
Tèng Phã t­íng	309		0	0	0	0	1315	1	0	0	0	0	0	0	0	0		
Tèng §¹i t­íng	310		0	0	0	0	1316	1	0	0	0	0	0	0	0	0		
Kim binh	311		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Kim HiÖu óy	312		0	0	0	0	1313	1	0	0	0	0	0	0	0	0		
Kim Thèng LÜnh	313		0	0	0	0	1314	1	0	0	0	0	0	0	0	0		
Kim Phã t­íng	314		0	0	0	0	1315	1	0	0	0	0	0	0	0	0		
Kim §¹i t­íng	315		0	0	0	0	1316	1	0	0	0	0	0	0	0	0		
Cao Thñ §å Long	316	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0		
Kim Qua ThiÕt M·	317		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ChÊn ViÔn §¹i T­íng Qu©n	318	16762880	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tuyªn Uy T­íng Qu©n	319		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§Þnh ViÔn T­íng Qu©n	320		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Du Kú T­íng Qu©n	321		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Chiªu Vâ HiÖu óy	322		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Nh©n Dòng T­íng Qu©n	323		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2013¹ãÖÝÓ¢ÐÛ¾ÛÊ×	324		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
§éc B¸ Thiªn H¹	325	255,127,0	205	0	0	0	1418	10	0	0	0	0	0	0	0	0		
Uy M·nh V« Song	326	255,127,0	206	0	0	0	1418	9	0	0	0	0	0	0	0	0		
Lùc ¸p QuÇn Hïng	327	255,215,0	207	0	0	0	1418	8	0	0	0	0	0	0	0	0		
Tø TuyÖt chiÕn tr­êng	328	"34,139,34"	208	0	0	0	1418	7	0	0	0	0	0	0	0	0		
Ngò TuyÖt chiÕn tr­êng	329	"34,139,34"	209	0	0	0	1418	6	0	0	0	0	0	0	0	0		
Lôc TuyÖt chiÕn tr­êng	330	"34,139,34"	210	0	0	0	1418	5	0	0	0	0	0	0	0	0		
ThÊt TuyÖt chiÕn tr­êng 	331	"34,139,34"	211	0	0	0	1418	4	0	0	0	0	0	0	0	0		
B¸t TuyÖt chiÕn tr­êng	332	"34,139,34"	212	0	0	0	1418	3	0	0	0	0	0	0	0	0		
Cöu TuyÖt chiÕn tr­êng	333	"34,139,34"	213	0	0	0	1418	2	0	0	0	0	0	0	0	0		
ThËp TuyÖt chiÕn tr­êng	334	"34,139,34"	214	0	0	0	1418	1	0	0	0	0	0	0	0	0		
Hoa S¬n tuyÖt ®Ønh	335	16762880	0	0	0	0	1281	8	1282	8	0	0	0	0	0	0		
Gi¸p Qu¸n QuÇn Hïng - Kiªu Dòng TuyÖt Lu©n	336	16762880	143	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ Lùc Kinh ThÕ - TuyÖt TrÊn Nhung Ngò	337		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hõng T­ Anh Ph¸t - BÊt Phµm ChiÕn L÷	338		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Duyªn Khiªn Hoa S¬n	339		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Hoa S¬n LuËn KiÕm	340		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Phó Kh¶ §Þch Quèc	341		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Ph¸ Qu©n	342		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Vâ Khóc	343		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tham Lang	344		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
HuyÕt Dôc	404		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ChiÕn Thiªn	405		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Th­¬ng Hång	406		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Lang H¹o	407		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
TriÖu M·nh	408		200	0	0	0	0	0	0	0	0	0	0	0	0	0		
Th­¬ng H©n	414		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Tèng binh	415		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Kim binh	416		0	0	0	0	0	0	0	0	0	0	0	0	0	0		
Thiªn H¹ V« §Þch	421		195	0	0	0	1916	10	1484	30	1483	10	0	0	0	0		
Thiªn H¹ ThËp C­êng	422		196	0	0	0	1916	5	1484	20	1483	10	0	0	0	0		
T©n thñ 	423		83	0	0	0	1481	20	1917	20	1484	20	1483	20	0	0		
HuyÒn Vò Hµo HiÖp	3002	165	0	0	0	976	2	990	2	0	0	0	0	0	0	2011VLMC
Qu¸n Qu©n Vâ L©m Ngò B¸	3003	124	0	0	0	977	20	1205	2	0	0	0	0	0	0	Vßng Hµo Quang Vâ L©m Ngò B¸ (20 tèc ®é, 10% c«ng kÝch kü n¨ng)
TiÒm Long NhÊt Héi	3004	135	0	0	0	977	10	1205	1	0	0	0	0	0	0	TiÒm Long NhÊt Héi
§¹i Phó Hµo	3005	172	0	0	0	990	10	0	0	0	0	0	0	0	0	T¨ng 1000 sinh lùc d­¬ng
ThËp §¹i Kú Nh©n	3006	173	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh
Hïng Binh L­u Danh	3007	145	0	0	0	0	0	0	0	0	0	0	0	0	0	Kh«ng cã thuéc tÝnh
NhËt NguyÖt Kim Quang	3008	186	0	0	0	990	5	977	20	1205	2	0	0	0	0	500 Sinh lùc, 20 tèc ®é, 10% c«ng kÝch kü n¨ng
T©n Thñ	3009	135	0	0	0	990	30	977	20	0	0	0	0	0	0	2000 Sinh lùc, 30 tèc ®é
H¹ng Nh× Vâ L©m Ngò B¸	3010	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	Vßng HQ ¸ Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)
H¹ng Ba Vâ L©m Ngò B¸	3011	124	0	0	0	977	10	1205	2	0	0	0	0	0	0	Vßng HQ H¹ng 3 Qu©n Vâ L©m Ngò B¸(10 tèc ®é, 10% c«ng kÝch kü n¨ng)
Ngäc Thô L©m Phong	3012	172	0	0	0	990	5	977	10	0	0	0	0	0	0	500 Sinh lùc, 10 tèc ®é
GameMaster[Admin]	5000	162	0	0	0	976	10	977	20	990	10	0	0	0	0	2011VLMC
